疏松等级,日期,最高气温,最低气温,天气,氢含量
1,2016/11/21,24,20,阵雨,
1,2016/11/24,16,12,阴,
1,2016/9/11,28,24,中雨,
1,2016/11/27,17,10,阵雨,
1,2016/9/13,31,25,阴,
1,2016/11/30,19,15,小雨,
1,2016/9/17,31,24,中雨,
1,2016/9/19,31,21,晴,
1,2016/9/20,29,21,晴,
1,2016/9/20,29,21,晴,
1,2016/12/7,18,10,晴,
1,2016/9/22,29,22,多云,
1,2016/9/23,29,22,多云,
1,2016/9/26,33,25,多云,
1,2016/9/29,30,25,中雨,
1,2016/9/29,30,25,中雨,
1,2016/12/14,17,9,小雨,
1,2016/10/1,31,25,小雨,
1,2016/12/16,13,7,晴,
1,2016/10/5,31,25,多云,
1,2016/10/7,29,25,小雨,
1,2016/10/8,31,22,大雨,
1,2016/12/21,23,16,阵雨,
1,2016/10/9,24,21,小雨,
1,2016/12/23,18,10,晴,
1,2016/12/23,18,10,晴,
1,2016/10/12,23,20,阴,
1,2016/12/24,14,11,阵雨,
1,2016/12/26,24,14,多云,
1,2016/10/15,28,23,阴,
1,2016/12/28,12,5,多云,
1,2016/10/19,26,23,阵雨,
1,2017/1/2,25,15,晴,
1,2016/10/22,30,24,阵雨,
1,2016/10/26,31,24,多云,
1,2017/1/11,15,12,阴,
1,2016/10/31,27,19,多云,
1,2017/1/13,12,10,小雨,
1,2017/1/17,14,10,小雨,
1,2017/1/17,14,10,小雨,
1,2016/11/6,27,21,多云,
1,2016/11/8,25,15,阵雨,
1,2017/1/20,12,6,小雨,
1,2016/11/10,20,14,多云,
1,2017/1/23,13,7,多云,
1,2016/11/12,23,18,阴,
1,2016/11/12,23,18,阴,
1,2016/11/13,28,19,多云,
1,2017/1/25,14,9,阴,
1,2017/1/29,25,15,多云,
1,2017/2/2,14,9,阴,
1,2017/2/4,21,14,多云,
1,2016/11/28,16,11,多云,
1,2016/11/28,16,11,多云,
1,2016/11/28,16,11,多云,
1,2017/2/11,13,6,多云,
1,2017/2/11,13,6,多云,
1,2016/12/2,17,13,阴,
1,2016/12/9,21,13,晴,
1,2017/2/18,19,11,阴,
1,2017/2/18,19,11,阴,
1,2017/2/19,22,12,阴,
1,2016/12/11,17,14,阴,
1,2016/12/13,23,14,多云,
1,2017/2/27,16,8,多云,
1,2016/12/17,16,8,多云,
1,2016/12/17,16,8,多云,
1,2017/3/3,16,9,多云,
1,2016/12/22,21,12,阴,
1,2017/3/9,19,10,多云,
1,2017/3/11,17,12,阴,
1,2016/12/27,15,5,阴,
1,2017/3/12,19,14,小雨,
1,2017/3/14,14,9,阴,
1,2017/1/1,19,15,阴,
1,2017/3/17,14,10,小雨,
1,2017/3/19,17,12,阴,
1,2017/1/5,24,16,多云,
1,2017/1/5,24,16,多云,
1,2017/1/6,21,17,阴,
1,2017/1/7,22,16,阴,
1,2017/1/9,15,10,阴,
1,2017/3/24,19,13,多云,
1,2017/1/10,17,11,多云,
1,2017/3/25,15,11,小雨,
1,2017/3/26,18,9,阴,
1,2017/1/14,12,8,阵雨,
1,2017/3/28,21,13,小雨,
1,2017/1/16,14,10,多云,
1,2017/4/4,25,14,晴,
1,2017/4/5,26,17,多云,
1,2017/1/22,14,7,晴,
1,2017/1/22,14,7,晴,
1,2017/4/7,27,18,雷阵雨,
1,2017/1/25,14,9,阴,
1,2017/1/27,19,8,晴,
1,2017/2/1,15,9,阴,
1,2017/4/15,28,19,多云,
1,2017/2/3,17,11,阴,
1,2017/2/5,20,11,阴,
1,2017/4/20,29,20,雷阵雨,
1,2017/4/21,23,17,大雨,
1,2017/2/7,16,9,多云,
1,2017/4/26,27,16,大雨,
1,2017/4/24,24,17,多云,
1,2017/4/24,24,17,多云,
1,2017/2/12,14,6,晴,
1,2017/4/27,17,12,小雨,
1,2017/2/15,19,8,晴,
1,2017/2/16,23,12,晴,
1,2017/4/30,27,17,晴,
1,2017/2/17,25,12,多云,
1,2017/5/1,27,19,多云,
1,2017/5/2,28,21,雷阵雨,
1,2017/5/6,25,19,阵雨,
1,2017/2/23,12,7,小雨,
1,2017/5/7,27,18,多云,
1,2017/2/24,9,6,小雨,
1,2017/5/10,30,20,阴,
1,2017/5/10,30,20,阴,
1,2017/2/27,16,8,多云,
1,2017/3/1,22,9,晴,
1,2017/5/14,30,20,多云,
1,2017/3/2,17,7,晴,
1,2017/5/16,25,18,阴,
1,2017/5/17,27,19,多云,
1,2017/5/19,27,21,阴,
1,2017/3/8,17,9,阴,
1,2017/5/21,28,20,阴,
1,2017/3/9,19,10,多云,
1,2017/5/23,31,24,阴,
1,2017/5/23,31,24,阴,
1,2017/5/24,30,22,中雨,
1,2017/5/25,26,19,阴,
1,2017/3/14,14,9,阴,
1,2017/5/28,28,19,晴,
1,2017/3/15,14,10,阴,
1,2017/3/17,14,10,小雨,
1,2017/6/1,31,24,小雨,
1,2017/6/3,24,22,大雨,
1,2017/3/18,21,12,阵雨,
1,2017/6/4,25,23,小雨,
1,2017/3/20,24,15,小雨,
1,2017/6/7,33,24,中雨,
1,2017/3/22,15,12,中雨,
1,2017/6/8,27,24,阵雨,
1,2017/6/9,33,25,多云,
1,2017/6/10,36,25,多云,
1,2017/6/11,35,25,阴,
1,2017/6/11,35,25,阴,
1,2017/6/14,27,22,中雨,
1,2017/3/29,23,15,小雨,
1,2017/3/30,23,16,多云,
1,2017/6/16,22,20,暴雨,
1,2017/6/16,22,20,暴雨,
1,2017/4/1,19,9,晴,
1,2017/6/18,23,20,中雨,
1,2017/4/2,21,10,晴,
1,2017/4/4,25,14,晴,
1,2017/6/20,31,23,大雨,
1,2017/6/21,30,23,中雨,
1,2017/6/23,35,26,阴,
1,2017/6/23,35,26,阴,
1,2017/6/25,36,26,雷阵雨,
1,2017/4/10,25,17,小雨,
1,2017/6/26,33,25,大雨,
1,2017/4/11,20,15,小雨,
1,2017/4/12,17,13,小雨,
1,2017/6/28,33,24,中雨,
1,2017/6/29,34,25,阵雨,
1,2017/4/14,26,16,晴,
1,2017/4/15,28,19,多云,
1,2017/4/16,28,21,阵雨,
1,2017/7/2,34,25,小雨,
1,2017/7/3,34,26,多云,
1,2017/7/3,34,26,多云,
1,2017/4/17,29,20,雷阵雨,
1,2017/4/18,30,20,多云,
1,2017/7/6,34,25,雷阵雨,
1,2017/7/6,34,25,雷阵雨,
1,2017/7/8,35,25,多云,
1,2017/7/8,35,25,多云,
1,2017/4/22,22,14,阴,
1,2017/7/13,37,26,多云,
1,2017/4/24,24,17,多云,
1,2017/7/20,38,26,多云,
1,2017/4/29,25,14,晴,
1,2017/5/1,27,19,多云,
1,2017/7/22,37,27,多云,
1,2017/5/2,28,21,雷阵雨,
1,2017/7/24,38,27,多云,
1,2017/7/25,39,27,多云,
1,2017/5/4,29,20,雷阵雨,
1,2017/7/27,38,27,多云,
1,2017/5/5,26,21,小雨,
1,2017/7/28,37,27,多云,
1,2017/5/6,25,19,阵雨,
1,2017/8/2,30,26,小雨,
1,2017/5/13,27,21,阴,
1,2017/8/5,37,27,多云,
1,2017/5/18,28,20,多云,
1,2017/8/9,36,27,多云,
1,2017/8/10,36,27,雷阵雨,
1,2017/8/13,37,27,多云,
1,2017/5/21,28,20,阴,
1,2017/5/22,29,22,阴,
1,2017/5/24,30,22,中雨,
1,2017/8/18,36,26,多云,
1,2017/5/26,28,19,多云,
1,2017/5/30,31,23,阴,
1,2017/8/24,34,26,多云,
1,2017/6/2,26,21,中雨,
1,2017/6/5,27,21,阴,
1,2017/6/5,27,21,阴,
1,2017/6/6,33,24,多云,
1,2017/6/7,33,24,中雨,
1,2017/9/1,33,25,多云,
1,2017/9/1,33,25,多云,
1,2017/9/2,32,25,阴,
1,2017/6/10,36,25,多云,
1,2017/6/13,30,25,中雨,
1,2017/9/7,36,26,雷阵雨,
1,2017/6/15,22,19,大雨,
1,2017/9/8,33,26,阵雨,
1,2017/9/11,36,27,多云,
1,2017/9/12,33,26,雷阵雨,
1,2017/9/13,32,25,阴,
1,2017/6/20,31,23,大雨,
1,2017/9/13,32,25,阴,
1,2017/9/16,35,24,多云,
1,2017/9/17,34,24,晴,
1,2017/6/25,36,26,雷阵雨,
1,2017/9/20,35,25,多云,
1,2017/9/21,36,26,雷阵雨,
1,2017/9/21,36,26,雷阵雨,
1,2017/9/22,32,25,阵雨,
1,2017/9/23,33,26,多云,
1,2017/6/30,34,24,多云,
1,2017/9/24,35,26,多云,
1,2017/9/26,38,27,多云,
1,2017/7/4,35,26,多云,
1,2017/7/5,33,26,阵雨,
1,2017/7/7,34,26,雷阵雨,
1,2017/10/1,34,25,多云,
1,2017/10/3,31,24,雷阵雨,
1,2017/7/10,36,27,多云,
1,2017/10/6,31,24,多云,
1,2017/7/18,36,25,阴,
1,2017/7/21,38,27,多云,
1,2017/7/22,37,27,多云,
1,2017/10/20,26,19,多云,
1,2017/10/20,26,19,多云,
1,2017/10/21,27,15,晴,
1,2017/7/26,38,26,晴,
1,2017/10/23,26,16,晴,
1,2017/7/28,37,27,多云,
1,2017/7/30,28,25,暴雨,
1,2017/10/25,26,17,晴,
1,2017/10/25,26,17,晴,
1,2017/10/25,26,17,晴,
1,2017/8/1,27,25,大雨,
1,2017/8/4,35,26,晴,
1,2017/8/6,37,27,多云,
1,2017/8/8,37,27,多云,
1,2017/8/9,36,27,多云,
1,2017/8/9,36,27,多云,
1,2017/8/10,36,27,雷阵雨,
1,2017/8/12,35,27,多云,
1,2017/11/5,20,16,阴,
1,2017/11/6,25,20,阴,
1,2017/8/15,37,27,多云,
1,2017/8/17,36,25,雷阵雨,
1,2017/11/10,28,20,多云,
1,2017/11/12,23,17,阴,
1,2017/11/13,23,18,阴,
1,2017/11/14,25,19,阴,
1,2017/8/23,33,26,阵雨,
1,2017/8/23,33,26,阵雨,
1,2017/11/15,22,19,小雨,
1,2017/8/29,35,26,晴,
1,2017/11/22,19,12,阴,
1,2017/9/3,30,26,小雨,
1,2017/11/25,15,10,小雨,
1,2017/9/4,31,25,小雨,
1,2017/9/5,34,25,多云,
1,2017/11/26,17,13,小雨,
1,2017/9/8,33,26,阵雨,
1,2017/9/8,33,26,阵雨,
1,2017/11/29,24,18,阴,
1,2017/9/10,35,26,多云,
1,2017/9/11,36,27,多云,
1,2017/12/2,19,14,多云,
1,2017/12/7,21,10,晴,
1,2017/9/17,34,24,晴,
1,2017/12/8,15,7,多云,
1,2017/9/19,34,23,多云,
1,2017/9/19,34,23,多云,
1,2017/12/11,17,9,晴,
1,2017/12/13,15,12,阴,
1,2017/9/23,33,26,多云,
1,2017/12/14,15,13,阴,
1,2017/9/24,35,26,多云,
1,2017/12/15,16,13,小雨,
1,2017/12/16,14,6,小雨,
1,2017/9/25,37,26,多云,
1,2017/9/26,38,27,多云,
1,2017/12/16,14,6,小雨,
1,2017/9/27,38,27,多云,
1,2017/12/18,13,6,多云,
1,2017/9/28,33,24,大雨,
1,2017/10/1,34,25,多云,
1,2017/10/2,36,25,多云,
1,2017/12/22,19,9,多云,
1,2017/12/24,23,9,晴,
1,2017/12/25,16,7,多云,
1,2017/10/5,30,22,多云,
1,2017/12/26,17,9,多云,
1,2017/12/28,17,15,小雨,
1,2017/12/31,16,8,多云,
1,2018/1/1,15,10,多云,
1,2017/10/14,25,22,中雨,
1,2018/1/3,22,15,阴,
1,2018/1/5,15,10,阴,
1,2017/10/16,29,23,阴,
1,2017/10/18,28,21,阴,
1,2018/1/8,14,6,大雨,
1,2018/1/9,11,6,阴,
1,2017/10/22,27,16,晴,
1,2017/10/23,26,16,晴,
1,2017/10/26,18,0,晴,
1,2017/10/27,18,0,晴,
1,2018/1/18,19,14,阴,
1,2018/1/20,16,11,阴,
1,2017/10/30,21,14,多云,
1,2017/10/31,22,16,多云,
1,2018/1/25,13,10,阴,
1,2018/1/25,13,10,阴,
1,2018/1/28,13,6,小雨,
1,2017/11/6,25,20,阴,
1,2017/11/7,25,20,小雨,
1,2018/1/30,8,5,多云,
1,2018/2/1,10,4,多云,
1,2017/11/12,23,17,阴,
1,2018/2/4,8,2,阴,
1,2018/2/4,8,2,阴,
1,2017/11/17,29,20,多云,
1,2017/11/18,21,12,小雨,
1,2018/2/8,13,8,多云,
1,2017/11/18,21,12,小雨,
1,2018/2/10,17,9,多云,
1,2018/2/12,17,5,多云,
1,2017/11/21,17,14,小雨,
1,2017/11/23,17,13,多云,
1,2017/11/24,14,11,小雨,
1,2018/2/14,20,10,晴,
1,2018/2/15,21,14,阴,
1,2018/2/16,22,12,多云,
1,2018/2/18,22,13,多云,
1,2018/2/21,13,10,小雨,
1,2018/2/22,11,9,小雨,
1,2018/2/25,17,11,小雨,
1,2017/12/6,16,9,多云,
1,2017/12/6,16,9,多云,
1,2017/12/8,15,7,多云,
1,2018/3/1,22,14,阴,
1,2017/12/9,14,8,多云,
1,2017/12/10,21,10,晴,
1,2018/3/3,27,15,阴,
1,2017/12/11,17,9,晴,
1,2018/3/8,15,7,多云,
1,2018/3/9,17,7,晴,
1,2018/3/10,18,6,晴,
1,2018/3/17,19,13,阴,
1,2017/12/21,16,7,晴,
1,2018/3/19,26,13,中雨,
1,2018/3/20,15,9,小雨,
1,2018/3/22,20,9,多云,
1,2018/3/24,22,13,多云,
1,2017/12/27,17,12,多云,
1,2018/3/27,23,14,多云,
1,2017/12/30,18,13,多云,
1,2018/1/2,20,13,多云,
1,2018/4/3,28,19,多云,
1,2018/1/7,17,12,小雨,
1,2018/1/9,11,6,阴,
1,2018/1/9,11,6,阴,
1,2018/1/11,14,3,多云,
1,2018/1/12,12,3,晴,
1,2018/1/13,13,5,多云,
1,2018/1/14,16,7,多云,
1,2018/4/15,18,15,小雨,
1,2018/1/16,22,11,多云,
1,2018/4/15,18,15,小雨,
1,2018/4/16,19,14,阴,
1,2018/4/16,19,14,阴,
1,2018/1/20,16,11,阴,
1,2018/4/20,26,18,阴,
1,2018/1/23,18,12,多云,
1,2018/1/24,13,9,多云,
1,2018/4/25,24,16,阴,
1,2018/1/31,8,4,小雨,
1,2018/1/31,8,4,小雨,
1,2018/5/1,31,23,阴,
1,2018/2/2,11,5,阴,
1,2018/2/3,9,4,多云,
1,2018/5/4,25,18,阴,
1,2018/5/5,30,21,多云,
1,2018/5/5,30,21,多云,
1,2018/2/5,9,0,多云,
1,2018/2/6,9,3,多云,
1,2018/5/7,31,23,中雨,
1,2018/2/7,11,4,多云,
1,2018/2/11,12,5,多云,
1,2018/2/12,17,5,多云,
1,2018/5/13,33,23,雷阵雨,
1,2018/5/17,37,25,多云,
1,2018/5/18,36,25,多云,
1,2018/5/19,32,26,小雨,
1,2018/2/20,17,12,阴,
1,2018/5/21,30,23,雷阵雨,
1,2018/2/21,13,10,小雨,
1,2018/2/22,11,9,小雨,
1,2018/2/24,20,9,小雨,
1,2018/2/25,17,11,小雨,
1,2018/2/25,17,11,小雨,
1,2018/2/27,20,11,多云,
1,2018/5/29,32,25,小雨,
1,2018/3/1,22,14,阴,
1,2018/3/3,27,15,阴,
1,2018/3/18,25,14,多云,
1,2018/3/21,21,9,晴,
1,2018/6/7,31,24,阴,
1,2018/3/23,23,11,晴,
1,2018/6/7,31,24,阴,
1,2018/3/23,23,11,晴,
1,2018/6/10,29,24,小雨,
1,2018/6/10,29,24,小雨,
1,2018/6/11,31,22,多云,
1,2018/6/12,31,23,多云,
1,2018/6/13,28,22,阵雨,
1,2018/3/28,26,15,多云,
1,2018/3/29,24,17,多云,
1,2018/3/29,24,17,多云,
1,2018/6/14,26,20,多云,
1,2018/6/15,31,21,多云,
1,2018/6/16,31,21,多云,
1,2018/6/17,29,23,小雨,
1,2018/6/18,26,22,中雨,
1,2018/4/3,28,19,多云,
1,2018/6/19,32,25,雷阵雨,
1,2018/4/5,27,19,阴,
1,2018/4/7,18,9,阴,
1,2018/6/25,35,25,多云,
1,2018/4/9,26,13,阴,
1,2018/6/27,36,26,多云,
1,2018/6/29,35,27,小雨,
1,2018/4/13,29,20,阴,
1,2018/4/14,32,16,小雨,
1,2018/6/29,35,27,小雨,
1,2018/6/30,33,26,中雨,
1,2018/7/2,33,26,雷阵雨,
1,2018/4/17,23,13,多云,
1,2018/7/3,33,26,小雨,
1,2018/7/4,35,28,多云,
1,2018/4/21,29,20,阴,
1,2018/7/6,33,27,雷阵雨,
1,2018/4/24,27,19,阴,
1,2018/4/25,24,16,阴,
1,2018/4/26,26,19,多云,
1,2018/4/26,26,19,多云,
1,2018/7/12,33,26,多云,
1,2018/4/27,25,19,阴,
1,2018/4/28,26,19,阴,
1,2018/7/13,32,26,小雨,
1,2018/4/29,26,20,小雨,
1,2018/5/4,25,18,阴,
1,2018/7/21,34,26,多云,
1,2018/5/8,29,20,阴,
1,2018/5/9,25,17,多云,
1,2018/7/25,35,26,多云,
1,2018/7/27,35,28,雷阵雨,
1,2018/7/28,35,27,多云,
1,2018/5/13,33,23,雷阵雨,
1,2018/5/13,33,23,雷阵雨,
1,2018/7/29,35,27,多云,
1,2018/5/14,33,24,雷阵雨,
1,2018/7/30,36,27,多云,
1,2018/8/2,33,26,小雨,
1,2018/8/3,33,26,小雨,
1,2018/5/20,31,25,雷阵雨,
1,2018/5/21,30,23,雷阵雨,
1,2018/5/22,34,24,阴,
1,2018/5/23,30,21,雷阵雨,
1,2018/5/24,32,22,多云,
1,2018/5/24,32,22,多云,
1,2018/5/24,32,22,多云,
1,2018/5/25,37,24,晴,
1,2018/8/10,37,25,多云,
1,2018/5/27,36,25,雷阵雨,
1,2018/8/11,36,26,多云,
1,2018/8/12,38,27,多云,
1,2018/5/30,31,25,小雨,
1,2018/8/14,31,26,大雨,
1,2018/8/14,31,26,大雨,
1,2018/5/31,32,21,中雨,
1,2018/8/18,33,26,雷阵雨,
1,2018/5/31,32,21,中雨,
1,2018/8/19,32,26,中雨,
1,2018/6/1,22,20,小雨,
1,2018/6/2,27,21,多云,
1,2018/8/22,34,25,多云,
1,2018/8/23,35,26,多云,
1,2018/6/3,29,23,多云,
1,2018/8/24,30,25,大雨,
1,2018/8/26,30,26,大雨,
1,2018/8/28,29,25,中雨,
1,2018/8/30,25,24,大雨,
1,2018/9/1,32,25,雷阵雨,
1,2018/9/1,32,25,雷阵雨,
1,2018/6/13,28,22,阵雨,
1,2018/9/3,35,27,多云,
1,2018/6/17,29,23,小雨,
1,2018/9/6,34,26,雷阵雨,
1,2018/6/20,33,25,雷阵雨,
1,2018/6/21,30,22,大雨,
1,2018/9/13,32,26,多云,
1,2018/6/22,30,24,中雨,
1,2018/9/14,32,26,多云,
1,2018/6/25,35,25,多云,
1,2018/9/17,34,26,雷阵雨,
1,2018/6/26,36,26,多云,
1,2018/9/20,34,25,多云,
1,2018/7/2,33,26,雷阵雨,
1,2018/9/22,33,25,阴,
1,2018/9/25,28,20,晴,
1,2018/7/5,35,28,阴,
1,2018/7/5,35,28,阴,
1,2018/7/6,33,27,雷阵雨,
1,2018/9/26,30,20,晴,
1,2018/7/7,32,26,小雨,
1,2018/9/28,31,20,晴,
1,2018/7/8,33,26,小雨,
1,2018/7/8,33,26,小雨,
1,2018/7/9,33,25,多云,
1,2018/9/28,31,20,晴,
1,2018/7/10,35,26,多云,
1,2018/10/1,30,20,晴,
1,2018/7/13,32,26,小雨,
1,2018/10/3,29,19,晴,
1,2018/10/4,30,20,晴,
1,2018/10/4,30,20,晴,
1,2018/7/16,31,27,小雨,
1,2018/10/6,31,20,晴,
1,2018/10/6,31,20,晴,
1,2018/7/19,32,25,阴,
1,2018/10/8,29,20,晴,
1,2018/7/19,32,25,阴,
1,2018/10/9,30,22,多云,
1,2018/7/20,33,25,多云,
1,2018/10/9,30,22,多云,
1,2018/10/9,30,22,多云,
1,2018/7/22,35,26,雷阵雨,
1,2018/10/13,23,19,多云,
1,2018/10/18,23,18,阴,
1,2018/7/29,35,27,多云,
1,2018/10/18,23,18,阴,
1,2018/7/30,36,27,多云,
1,2018/10/20,23,17,多云,
1,2018/7/31,37,27,雷阵雨,
1,2018/10/21,24,19,阴,
1,2018/10/21,24,19,阴,
1,2018/8/2,33,26,小雨,
1,2018/8/4,33,26,小雨,
1,2018/10/24,24,19,多云,
1,2018/8/4,33,26,小雨,
1,2018/8/6,34,27,小雨,
1,2018/8/6,34,27,小雨,
1,2018/8/6,34,27,小雨,
1,2018/10/27,26,13,阴,
1,2018/10/27,26,13,阴,
1,2018/8/8,36,25,多云,
1,2018/10/29,26,15,多云,
1,2018/8/13,36,27,多云,
1,2018/8/17,35,27,多云,
1,2018/8/20,33,26,雷阵雨,
1,2018/8/21,35,26,多云,
1,2018/8/22,34,25,多云,
1,2018/8/24,30,25,大雨,
1,2018/8/25,29,24,大雨,
1,2018/8/27,31,25,中雨,
1,2018/8/28,29,25,中雨,
1,2018/8/29,27,24,大雨,
1,2018/9/4,36,26,雷阵雨,
1,2018/9/12,31,25,多云,
1,2018/9/16,31,26,小雨,
1,2018/9/18,33,24,多云,
1,2018/9/23,31,23,中雨,
1,2018/9/24,28,22,阴,
1,2018/9/25,28,20,晴,
1,2018/9/26,30,20,晴,
1,2018/9/27,30,21,晴,
1,2018/9/29,32,19,晴,
1,2018/10/1,30,20,晴,
1,2018/10/2,28,19,多云,
1,2018/10/3,29,19,晴,
1,2018/10/7,29,20,晴,
1,2018/10/10,25,19,小雨,
1,2018/10/12,23,17,阴,
1,2018/10/12,23,17,阴,
1,2018/10/14,21,19,小雨,
1,2018/10/15,23,19,小雨,
1,2018/10/17,21,17,小雨,
1,2018/10/19,23,18,阴,
1,2018/10/22,25,19,小雨,
1,2018/10/28,25,13,晴,
2,2014/10/15,28,17,晴~多云,
2,2014/12/16,15,9,小雨,
2,2014/8/11,32,26,阴~阵雨,
2,2014/8/29,34,25,多云~雷阵雨,
2,2014/8/30,34,25,多云~雷阵雨,
2,2014/9/6,34,25,多云~阴,
2,2014/9/9,32,25,多云~阴,
2,2014/9/11,32,26,多云~雷阵雨,
2,2014/11/9,21,18,多云,
2,2014/12/14,20,8,多云,
2,2014/12/26,19,7,晴,
2,2015/2/1,16,9,多云~阴,
2,2015/2/4,15,5,多云~阴,
2,2015/2/7,15,5,多云~阴,
2,2015/5/19,28,22,小雨,
2,2015/11/25,21,12,阴,
2,2015/8/4,36,26,多云,
2,2015/9/29,31,22,雷阵雨~阵雨,
2,2015/11/25,21,12,阴,
2,2017/8/27,34,26,雷阵雨,
2,2018/4/10,28,16,多云,
3,2015/6/16,30,27,多云~阴,
3,2015/2/2,16,9,多云~阴,
3,2016/9/12,28,22,阴,
3,2017/6/27,28,24,阵雨,
3,2017/11/1,24,17,多云,
3,2018/2/4,8,2,阴,
3,2018/6/7,31,24,阴,
